name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
PL52 Nanyang Modern Style Tranquil Home/Ningju,5.0,18,"Zhuolan Township, Taiwan",9629, Taiwan,1,1,2,0,1,0
"Yunzhou Farm winjoy garden, Double Room 102, Enjoy a cozy time in the countryside",5.0,10,"Taitung City, Taiwan",4935, Taiwan,1,2,2,0,1,0
4BD★for 8 ppl or more★☆SpecialPrice☆Siheyuan,4.75,4,"Jincheng Township, Kinmen  County, Taiwan",23687, Taiwan,4,10,16,0,4,0
"【 Clear Border B&B ~ Twin Bed 2 Person Room 】 Located on Clear Border Farm, 1km from Green Grassland, Sky Trail, Square Stargazing Sunrise, Happy Mountain Sunrise Group Booking",4.93,28,"Ren’ai Township, Taiwan",9458, Taiwan,1,2,2,0,1,0
Xuan Yu Art Estate (1),,0,"Tongluo Township, Taiwan",65601, Taiwan,3,6,9,0,3,0
可以看見綠地、籃球場，公園的房子，臨近濱海公園,4.85,27,"Hualien City, Taiwan",7631, Taiwan,1,2,4,0,1,0
『 Monkey Walk 』 301 Tatami Japanese Style Family 4ppl Room - Recommend Nantou Homestay Stars Moon Sky Homestay,4.78,37,"Nantou City, Taiwan",4976, Taiwan,1,2,4,0,1,0
Penghu Homestay - Fortress of Dreams Seaview Homestay - B2301 Fluid Golden Years VIP Seaview Quadruple Room,,0,"馬公市, Taiwan",19861, Taiwan,1,2,6,0,1,0
(Contact me before booking) Bali Bungalow - Sheep's Wool - 3 Bedroom Bungalow for Rent (up to 11 pax) - BBQ,,0,"Puli Township, Taiwan",30694, Taiwan,4,6,11,0,3,0
FunNan Guesthouse Romantic Triple Room in Spinnam,,1,"West Central District, Tainan City, Taiwan",6611, Taiwan,3,2,3,0,1,0
古栗民宿位於市中心、鬧中取靜、環境乾淨、有獨立衛浴及陽台（2F),4.88,8,"台東市, 台灣, Taiwan",8333, Taiwan,1,2,4,0,1,0
CandyFloss Yu Kaohsiung B Simple Double Room/Village Homestay/Dadong MRT Station/Weiwu Camp/Zhongshan Road Food Street,4.64,11,"高雄市, 鳳山區, Taiwan",3792, Taiwan,1,1,2,0,1,0
[hunghouse] [all room] Taichung City West Area - next to Gongyi Road Essence Business District - quiet whole building 4 rooms 10-12 people,4.96,58,"West District, Taichung City, Taiwan",20324, Taiwan,3,4,12,0,4,0
Hualien's Unified Home - Migration Great Passage,4.83,6,"Ji’an Township, Taiwan",12037, Taiwan,2,8,16,0,1,0
☾ 開天窗 ☽ 療癒小閣樓Ⓒ ☛ 「哇嗚！好劇場。」門是這樣開的。,4.81,31,"台南市, 台灣, Taiwan",10201, Taiwan,1,3,4,0,1,0
2-4 []//////,4.67,21,"Hualian City, Taiwan",7824, Taiwan,0,4,4,1,1,0
"Fish and Chip House - Quadruple Room | Quiet Fish Pond Downtown Sanaka | Good Parking | Handmade breakfast, snacks included in stay",,1,"Yuchi Township, Taiwan",10706, Taiwan,1,2,4,0,1,0
Cloud House · Cloud Storm | Wake up to a view of the mountains,,0,"Luye Township, Taiwan",9915, Taiwan,1,2,4,0,1,0
Double B Hualien 2nd Street Wojo Homestay There is an elevator near the train station. The superior double room has a private bathroom. The spacious lobby can be used for parking bicycles or table games.,,0,"Hualien City, Taiwan",3797, Taiwan,1,1,2,0,1,0
Noble Double Room 2,5.0,5,"Ji’an Township, Taiwan",5898, Taiwan,1,1,2,0,1,0
Hongshulin Luxury Condo,,1,"Tamsui District, New Taipei City, Taiwan",15091, Taiwan,1,1,2,0,1,0
River View Double Suite with Big Balcony,4.97,32,"安平區, 台南市, Taiwan",5065, Taiwan,1,1,2,0,1,0
"清境陽台觀景2人房(巨蟹,射手),免費觀星導覽,近星巴克商圈,高空觀景步道,青青草原",,1,"Ren’ai Township, Taiwan",11315, Taiwan,1,1,2,0,1,0
1BD for 2-4☆Near ferry & 7-11★Siheyuan☆,,2,"Jincheng Township, Kinmen  County, Taiwan",3754, Taiwan,1,2,4,0,1,0
"* Large suite with rice field balcony *
Private villa with a view 8 minutes drive from the beachfront of Iron Flower Forest (with breakfast and parking)",5.0,17,"Taitung City, Taiwan",6319, Taiwan,1,4,2,0,1,0
Sun and Moon Tan Xing Yue Cheng Storm (formerly Quail B&B) - Parent-child quadruple room (two bedrooms and one living room),4.72,18,"魚池鄉, 南投縣, Taiwan",11213, Taiwan,1,2,4,0,2,0
"[Clearance Homestay ~ View 2 person room] Located in Clearance Farm, near green grassland, high altitude trail, facing the mountain view, can watch the sunrise, Happy Mountain sunrise group booking",4.83,12,"Ren’ai Township, Taiwan",7480, Taiwan,1,1,2,0,1,0
"Accentuated Double Suite (High CP Value), Comfortable Home at Affordable Prices",4.82,11,"Taitung City, Taiwan",3617, Taiwan,1,1,2,0,1,0
[Kona Slope] Mountain View King Room - Spa Panoramic Bathtub,,0,"Fuxing District, Taoyuan City, Taiwan",12518, Taiwan,1,1,2,0,1,0
Authentic Taroko B&B (Double room),4.78,42,"Xiulin Township, Taiwan",6620, Taiwan,1,1,4,0,1,0
經典大床房(Classic bed room),4.75,4,"Ren’ai Township, Taiwan",13842, Taiwan,1,1,2,0,1,0
大包廂（8人）,4.83,24,"中西區, 台南市, Taiwan",1143, Taiwan,2,10,10,0,1,0
Forest State - Quadruple Suite 302,,0,"Lugu Township, Taiwan",9931, Taiwan,1,2,4,0,1,0
Snug · nine (S · 9 accommodation) Double room (no window) ✸Private bathroom✸ This room type cannot have an extra bed,5.0,24,"Hengchun Township, Taiwan",2763, Taiwan,1,1,2,0,1,0
View King Room,,0,"Guanshan Township, Taiwan",7911, Taiwan,1,1,2,0,1,0
Twin Room the Double Rooms,4.67,3,"Xiulin Township, Taiwan",8907, Taiwan,1,1,3,0,1,0
"Rustic courtyard villa, close to the Greenway and Art Museum, Andica Princess Room",4.83,23,"West District, Taichung City, Taiwan",5153, Taiwan,1,1,2,0,1,0
1Fa Queen size Bedroom 2 mins walk to Anping Old Street 6 mins Anping Castle,4.95,21,"台南市安平區, Taiwan",2335, Taiwan,1,1,2,0,0,0
301 Quadruple Room · Weiwei · Balcony_Island Corner B&B,,0,"Magong City, Taiwan",9750, Taiwan,1,2,4,0,1,0
"Tainan Daily (legal homestay)/No. 6, Soi 5, Zhongzheng Road/2F Bambi House/Large Turf Courtyard/Vegetation-feel homestay",5.0,3,"West Central District, Tainan City, Taiwan",5116, Taiwan,3,1,2,0,1,0
Tainan Jiali - Four rooms for four people/Parking available/WiFi available/Package available,4.95,20,"佳里區, 台南市, Taiwan",6169, Taiwan,1,2,4,0,1,0
葉子。宿 Y2 童趣風格雙人房（帶露台）讓您在旅行中也能有徹底放鬆的舒適空間),4.79,19,"East District, Tainan City, Taiwan",4213, Taiwan,1,1,2,0,1,0
Simple Life House (R2),4.79,100,"台中市, 台灣, Taiwan",3130, Taiwan,2,4,4,0,1,0
"Cheng Village B&B | Double room, North",5.0,23,"澎湖縣七美鄉, Taiwan",5868, Taiwan,1,1,2,0,1,0
Quadruple Room 3,4.8,6,"Ji’an Township, Taiwan",7704, Taiwan,1,2,4,0,1,0
Penghu Magong Destination Inn - Double Room,,2,"Magong City, Taiwan (R.O.C.), Taiwan",7523, Taiwan,1,1,2,0,1,0
Exquisite double room,5.0,3,"Ji’an Township, Taiwan",8175, Taiwan,1,1,3,0,1,0
Hualien Homestay Salmon Return Fish - Wenqing Egg Yellow Deluxe Family Room (free pick up at the station),5.0,3,"Hualien City, Taiwan",12338, Taiwan,1,2,4,0,1,0
"★Daily disinfection Muchen★ Hotel - 12 people accommodation, attached, KTV, mahjong, barbecue, living room, kitchen, parking space",,0,"Hengchun Township, Taiwan",49953, Taiwan,4,6,12,0,4,0
Prague Lovers Double Suite - Hualien Sisen Active Garden House - Sun & Sparrow Awakening in the Morning,5.0,6,"Ji’an Township, Taiwan",8426, Taiwan,1,1,2,0,1,0
Wan 'an Kiln B&B (2nd Floor) | Listen to the rain | Private Suite | Occupancy: 1 ~ 2,,1,"池上鄉, Taiwan",4514, Taiwan,1,2,2,0,1,0
Township Road 202_Double Room (Communicate in English with Shellfish Vibrant Breakfast),,0,"Guangfu Township, Taiwan",6380, Taiwan,1,1,2,0,1,0
[Tanhua Slope] Mountain view king bed room A,,1,"Fuxing District, Taoyuan City, Taiwan",11315, Taiwan,1,1,2,0,1,0
FAMILY HOUSE/BIG GARDEN/NEAR FAMOUS FARM STARBUCKS,4.8,5,"Ji’an Township, Taiwan",10129, Taiwan,2,2,4,0,1,0
Forest Condo - Double Suite 501,,1,"Lugu Township, Taiwan",5537, Taiwan,1,1,2,0,1,0
"Taito City quadruple queen bed suite homestay (Qianhui Separation, Accessible)",,0,"Taitung City, Taiwan",9028, Taiwan,1,2,4,0,1,0
"Phew Suite - a wonderful and unforgettable paradise, fully luxurious wooden decor, a traditional but stylish house inheriting the ancestors of the Bunong people",4.75,12,"Yanping Township, Taiwan",6019, Taiwan,1,1,4,0,1,0
Classic Quad Room,,2,"Ji’an Township, Taiwan",4388, Taiwan,1,2,5,0,1,0
[House123] 3B Double room is located next to Tainan Station. Transportation is for you with both feet,4.75,8,"West Central District, Tainan City, Taiwan",3611, Taiwan,1,1,3,0,1,0
眺望知本溫泉雙人房(7坪),4.9,10,"Taitung City, Taiwan",6620, Taiwan,1,1,2,0,1,0
CandyFloss Kaohsiung C Delicate Double Room/Village Homestay/Dadong MRT Station/Weiwu Camp/Zhongshan Road Food Street,4.75,4,"鳳山區, 高雄市, Taiwan",4333, Taiwan,1,1,2,0,1,0
【 Legal B&B i66bnb 】 Legal Double Room 301,,1,"Tamsui District, New Taipei City, Taiwan",5718, Taiwan,1,1,2,0,1,0
"清境和室4人房(雙魚,水瓶),免費觀星導覽,近星巴克商圈,高空觀景步道,青青草原",,0,"Ren’ai Township, Taiwan",13361, Taiwan,1,2,4,0,1,0
"Dear B Hualien 2nd Street, Near Train Station Elevator Family/Family/Family Quadruple Room with private bathroom Spacious 1st floor lobby for bicycles or table games.",,0,"Hualien City, Taiwan",6751, Taiwan,1,2,4,0,1,0
"Central Park, Double Room with breakfast MRT 2 min",4.67,3,"新興區, 高雄市, Taiwan",3616, Taiwan,3,1,2,0,1,0
"Masanami B&B each has two large beds with windows, a wide space, a bright view, and a welcome message to confirm that the listing has a special price.",,1,"Ji’an Township, Taiwan",7523, Taiwan,1,2,4,0,1,0
(Female quadruple room) Price for one bed,,1,"Magong City, Taiwan",1839, Taiwan,2,1,1,0,1,0
"3 Taiwan Zhongsha Lu people food ecological homestay, near Jingyi, Hongguang, Qingshui, Taichung Port, Dragon Well No.3 National Highway Extra Quadruple Room",4.59,23,"Shalu District, Taichung City, Taiwan",10725, Taiwan,1,2,8,0,1,0
Taito Homestay - 100% Vacation Villas ~ True Love Double Room (One Bed),4.9,10,"台東市, 台東縣, Taiwan",4514, Taiwan,1,1,2,0,1,0
"4 person room ~ Bathroom is in the room, simple toiletries are provided",,0,"TW, 澎湖縣, Taiwan",6771, Taiwan,1,2,4,0,1,0
[House123] 2B Double room is located next to Tainan Station. Transportation is for you with both feet,5.0,16,"West Central District, Tainan City, Taiwan",4875, Taiwan,1,1,3,0,1,0
[Fashion Player] Paris Quadruple Theme Suite,,1,"Taitung City, Taiwan",5687, Taiwan,1,2,4,0,1,0
ValleySilence 2 rooms for 6 persons,5.0,4,"Ji’an Township, Taiwan",15906, Taiwan,2,2,6,0,2,0
墾丁采拓旅人民宿 T.T. House | 16人包棟 (共四間房間),,1,"Hengchun Township, Taiwan",33102, Taiwan,5,11,16,0,4,0
Tuscany Fields House Water Bottle Green/4 People Room/2 Queen Beds ~ Camping/Slow Food/Coffee/Farm/Let's go on a deep trip!,,1,"Guanxi Township, Taiwan",13842, Taiwan,1,2,4,0,1,0
葉子。宿 4人家庭房 (溫馨舒適家庭房，三五好友閒聊、親子同樂的舒適和室空間),4.89,9,"East District, Tainan City, Taiwan",7824, Taiwan,1,2,4,0,1,0
7 Bed Dorm,,0,"馬公市, Taiwan",20418, Taiwan,0,4,7,0,1,0
Penghu Magong Destination Inn - Double Room,,0,"Magong, Taiwan",7523, Taiwan,1,1,2,0,1,0
Sunny Single Floor Suite in Central Range at Bread Treehouse (Sleeps 1 ~ 4),,1,"Guangfu Township, Taiwan",8200, Taiwan,1,2,2,0,1,0
花蓮/玉里/金萱花民宿～紅梨原木和室四人房,5.0,3,"玉里鎮, 花蓮縣, Taiwan",5296, Taiwan,1,2,4,0,1,0
Chic Large Bedroom in Exquisite Gallery_House,4.8,5,"Anping District, Tainan City, Taiwan",12984, Taiwan,1,1,2,0,1,0
forest of star,,1,"Ji’an Township, Taiwan",5119, Taiwan,1,1,3,0,1,0
3-1 Seaview Room,,2,"Taitung City, Taiwan",8275, Taiwan,1,1,2,0,1,0
House 123 3A Quadruple House is located next to Tainan Railway Station. Transportation is good for you with two feet,4.67,3,"West Central District, Tainan City, Taiwan",9208, Taiwan,1,2,6,0,1,0
Light Trip - Deluxe Quad Room,,1,"Ji’an Township, Taiwan",7814, Taiwan,1,2,4,0,1,0
"Dear A Hualien 2nd Street, Wow Elevator Homestay, family room for four people
 Private bathroom, spacious lobby.",,0,"Hualien City, Taiwan",6751, Taiwan,1,2,4,0,1,0
Sunshine Club House,,2,"Jinhu Township, Taiwan",9629, Taiwan,1,2,4,0,1,0
台東奇泰民宿-包棟可睡約24人左右,,0,"Luye Township, Taiwan",25579, Taiwan,4,7,16,0,4,0
1BD for 2-4☆Near ferry & 7-11★Siheyuan☆,,0,"Jincheng Township, Kinmen  County, Taiwan",3412, Taiwan,1,2,4,0,1,0
Elegant Quad Room 3,,2,"Ji’an Township, Taiwan",8486, Taiwan,1,2,4,0,1,0
Hai Private Kindergarten Diving B&B Line @ 139sxaaf,,0,"Hengchun Township, Taiwan",48159, Taiwan,5,8,16,0,5,0
Quadruple Room with Balcony/Near Train Station/7mins walk/7mins,,0,"Taitung City, Taiwan",7072, Taiwan,1,1,4,0,1,0
"Taito City Triple Bed Suite B&B (Wet & Dry Separated, Accessible)",,1,"Taitung City, Taiwan",7523, Taiwan,1,10,3,0,5,0
Business premises in Yingda Industrial Park,,0,"Yingge District, New Taipei City, Taiwan",13714, Taiwan,1,2,4,0,2,0
Lovetour Homestay Sunny • View Quadruple Room,,1,"馬公市, Taiwan",13993, Taiwan,1,2,4,0,1,0
葉子。宿Y3房(夢幻童話公主雙人房（帶露台）給最值得的她一次難忘的旅行吧!),4.58,12,"East District, Tainan City, Taiwan",4213, Taiwan,1,1,2,0,1,0
A great place to see the Kita Dabu Mountains,,0,"Chaozhou Township, Taiwan",7523, Taiwan,1,1,2,0,1,0
Washroom Six People Room - Morning Travel Garden Homestay,,0,"Ji’an Township, Taiwan",15822, Taiwan,1,3,6,0,1,0
The secret realm in the mountains of Bali. Next to Yumen Gate/Preferred for physical and mental relaxation/10 minutes to Peach Eco Village Paper Church/Full kitchenware available/Long stay option,,1,"Puli Township, Taiwan",12037, Taiwan,1,2,4,0,1,0
三床房 3 Bed Dorm of Bayhouse Hostel Penghu,,0,"馬公市, Taiwan",7613, Taiwan,0,2,3,0,1,0
[Chi's House B&B in Taito Chi meets B&B] ~ Suite for 2/Private bathroom/Garden/Living room/Near downtown/Newly opened,,1,"Taitung City, Taiwan",5417, Taiwan,1,1,2,0,1,0
Ocean style,5.0,8,"台南, Tainan City, Taiwan",4273, Taiwan,1,1,2,0,1,0
"Tainan Daily (legal homestay)/No. 6 Soi 5, Zhongzheng Road/2F Elephant Nose Room/Large Turf Courtyard/Vegetable Sensation Homestay",,1,"West Central District, Tainan City, Taiwan",6319, Taiwan,3,1,2,0,1,0
花蓮/玉里/金萱花民宿～彩繪溫馨四人房,,0,"花蓮縣, 玉里鎮, Taiwan",5296, Taiwan,1,2,4,0,1,0
Absent Captain - Backpacker Pass_4 [can add 1],,0,"Hualien City, Taiwan",7523, Taiwan,3,4,5,0,1,0
Near South Bay/Tintin Family Quadruple Room Recommended Self-Driving,,2,"Hengchun Township, Taiwan",12832, Taiwan,1,2,4,0,1,0
"Tainan Daily (Legal B&B)/No. 6, Soi 5, Zhongzheng Road/2F Gougu House/Large Turf Courtyard/Vegetation B&B House",,1,"West Central District, Tainan City, Taiwan",6319, Taiwan,3,1,2,0,1,0
"[Clearance Homestay ~ 2 double bed 2 person room] Located on a clearance farm, 1 km from azure grassland, a high-altitude walkway, a square where you can watch the stars at sunrise, and a sunrise group from Happy Mountain",,0,"Ren’ai Township, Taiwan",9870, Taiwan,1,2,2,0,1,0
豪華三人房(Luxury standard room),,1,"Ren’ai Township, Taiwan",13842, Taiwan,1,2,3,0,1,0
寵物友善民宿G3,,0,"Sanzhi District, New Taipei City, Taiwan",13843, Taiwan,1,2,4,0,1,0
SNUG·NINE(S·9旅宿) 四人房,,2,"Hengchun Township, Taiwan",5065, Taiwan,1,2,4,0,1,0
Family (quadruple),,0,"Ji’an Township, Taiwan",11644, Taiwan,1,2,6,0,1,0
Aitomi Tatami Tribe Tatami Room 6pax,,1,"台南市, Tainan City, Taiwan",6771, Taiwan,1,1,6,0,1,0
"""Lara Homestay · Creek View Eco Farm"" B (Quadruple Suite)",,0,"Fuxing District, Taoyuan City, Taiwan",15157, Taiwan,1,2,4,0,1,0
"12 people included, only one group a day at the nearby Garden Night Market Success University, please ask for the price of the private lobby area",,2,"North District, Tainan City, Taiwan",19741, Taiwan,3,10,12,0,5,0
"Collapsed Rice & Wood Fragrance, Eucalyptus Mountain View Six-Person Room - Bali Taomi Garden Resort Hillside",,0,"Puli Township, Taiwan",16551, Taiwan,1,3,6,0,1,0
Shirin 203 Exquisite Quad Room,,0,"馬公, 台灣, Taiwan",11315, Taiwan,1,2,4,0,1,0
Penghu Iloishui Fashionable B&B -202 Japanese camellia quadruple room 2F,,0,"Magong City, Taiwan",12759, Taiwan,1,2,4,0,1,0
Family Suite-Anping Fort-beach-Tainan-free parking,4.63,8,"安平區, 台南市, Taiwan",6088, Taiwan,1,2,5,0,1,0
Tuscan Field Homestay Scale Orange/Double Room/1 Queen Bed ~ Camping/Slow Food/Coffee/Farm/Let's go on a deep trip!,,0,"Guanxi Township, Taiwan",10833, Taiwan,1,1,2,0,1,0
Hualien Unified Home - Morisaka Double Room,,2,"Ji’an Township, Taiwan",6190, Taiwan,1,1,2,0,1,0
A romantic double room in Shirin 201,,1,"Magong City, Taiwan",8469, Taiwan,1,1,2,0,1,0
Hidden Dreams (Family Room),,0,"Hualien City, Taiwan",7039, Taiwan,1,2,4,0,1,0
231 Holiday Inn (A202),,1,"Ji’an Township, Taiwan",8426, Taiwan,1,2,4,0,1,0
Happy Quadruple Room - Hualien Mantning Garden Homestay,,1,"Ji’an Township, Taiwan",13481, Taiwan,1,2,4,0,1,0
Traveler's Home,,1,"Ji’an Township, Taiwan",3413, Taiwan,1,1,3,0,1,0
"2 bunk beds, 2018 new opening, Nanyang style sophisticated homestay, free transportation, bed and breakfast.",,1,"Jinning Township, Taiwan",6319, Taiwan,1,2,2,0,1,0
Love Pavilion Double Suite - Hualien Sisen Active Garden Homestay - Crystal Clear Rice Sprouts in front of the Window Swaying Wind,,0,"Ji’an Township, Taiwan",8426, Taiwan,1,1,2,0,1,0
Little K Coffee B&B (Samsung Yilan) # Pet friendly # Parent-child friendly # Premium B&B,,0,"Sanxing Township, Taiwan",65601, Taiwan,3,6,10,0,5,0
Taiwu Shanxia Minsu - Deluxe Family Suite - 102,,1,"Jinhu Township, Taiwan",8426, Taiwan,1,3,6,0,1,0
環景大床房(King Room with View),,0,"Ren’ai Township, Taiwan",19139, Taiwan,1,1,2,0,1,0
Rooms close to Kenting South Taiwan,4.67,4,"車城鄉, Pingtung county, Taiwan",36111, Taiwan,5,10,15,0,5,0
"Paris Night Sleep Quadruple Suite - Hualien Sisen Active Garden Homestay, Wake up to Clouds over the Central Mountains.",,1,"Ji’an Township, Taiwan",12639, Taiwan,1,2,5,0,1,0
/2 E////DIY,5.0,5,"Sanxing Township, Taiwan",5428, Taiwan,1,1,2,0,1,0
Sleep under the sounds of worms in a 4-person room with expansive field views and a bird 's-eye view that awakens the fairyland in the morning,,0,"吉安鄉, Taiwan",8775, Taiwan,1,2,4,0,1,0
Hualien city Sweet Rainbow B&B,,0,"Hualian City, Taiwan",8968, Taiwan,1,1,2,0,1,0
Twin Room🙂,,0,"Beinan Township, Taiwan",3855, Taiwan,1,1,2,0,1,0
Jinshifu Homestay - Cozy Quadruple Room (Great Price. Breakfast is not included),,0,"Jinning Township, Taiwan",6319, Taiwan,1,3,4,0,1,0
"Rainbow Moon Exquisite Family Six Person Suite Near Kirin Pool, Creekhead Monster Village, Tea and Bamboo Hometown Deer Valley, Landscaped Gardens, Non-toxic Vegetable Breakfast",,0,"Lugu Township, Taiwan",18657, Taiwan,1,3,6,0,1,0
Colourful Fishing House 301 Quadruple,,0,"Huxi Township, Taiwan",9931, Taiwan,1,2,4,0,1,0
Kenting Lanya Wild Homestay - Sardinia Seaview Double Room,,0,"满州乡港口村, 屏东, Taiwan",5958, Taiwan,1,1,2,0,1,0
"Yunzhou Farm winjoy garden Double Room 101, Enjoy the most comfortable time in the countryside",,0,"Taitung City, Taiwan",4935, Taiwan,1,2,2,0,1,0
Luxury Hall,,0,"Yuchi Township, Taiwan",9025, Taiwan,1,2,4,0,1,0
Night Bazaar Hall 2 - American style double room 302-401-402,,0,"Hualien City, Taiwan",4333, Taiwan,1,1,2,0,1,0
"16人快樂1,2樓小小包棟",,0,"Nanzhuang Township, Taiwan",60486, Taiwan,5,8,16,0,4,0
Spring Charming_Ancor's Home_Wilderness View 4 Person Room,,1,"Hengchun Township, Taiwan",7278, Taiwan,1,2,4,0,1,0
Hualien's Unified Home - Yoshino Quadruple Room,,0,"Ji’an Township, Taiwan",9088, Taiwan,1,1,4,0,1,0
"清境好家寨別館雙人套房, 擁有兩張舒適的單人床, 無論是同行友人或夫妻皆適合入住.",,2,"Ren’ai Township, Taiwan",7222, Taiwan,1,2,2,0,1,0
.金門城民宿.RM201,,0,"Jincheng Township, Taiwan",4815, Taiwan,1,1,2,0,1,0
Taiwu Mountain Shimoguchi - Family Room (107-109),,0,"Jinhu Township, Taiwan",13542, Taiwan,1,4,6,0,3,0
Forest State - Double Suite 301,,0,"Lugu Township, Taiwan",5537, Taiwan,1,1,2,0,1,0
"Hualien Xinqing Homestay - Parent-child triple room, near the station",,0,"Ji’an Township, Taiwan",5116, Taiwan,1,2,3,0,1,0
"Red Golden Garden Homestay in East Golden Gate (Hospitality Homestay in Rustic Garden, Enjoy a Five Star Holiday)",,0,"Jinning Township, Taiwan",6289, Taiwan,4,2,3,0,4,0
Xinzhou Minsu (Room 201),,0,"Huxi Township, Taiwan Province, Taiwan",18537, Taiwan,1,2,4,0,1,0
Taiwushan Shimonosu - Luxury Family Suite - 101,,0,"金門縣, Taiwan",8426, Taiwan,1,3,6,0,1,0
Artist with Fantastic Forest View in Jiji,,0,"Jiji Township, Taiwan",30089, Taiwan,1,2,4,0,1,0
Pink Classic Double Mountain View Room Puli Bear Elk Happiness Handmade Homestay Recently Sun Moon Lake Peach Eco Village,,0,"Puli Township, Taiwan",8627, Taiwan,1,1,2,0,1,0
country style QuadrupleSuite Bear Forest Retro B&B,,0,"Hualien City, Taiwan",10231, Taiwan,1,2,4,0,1,0
「拉拉山民宿‧溪景生態農莊」白雲居2樓A(雙人套房),,0,"Fuxing District, Taoyuan City, Taiwan",9701, Taiwan,1,1,2,0,1,0
"獨棟villa蜜月雙人房D近麒麟潭,溪頭妖怪村,茶與竹的故鄉鹿谷,占地千坪的園區,提供無毒蔬食早餐",,0,"Lugu Township, Taiwan",9268, Taiwan,1,1,2,0,0,0
8人山水景觀家庭房(3房1衛),,0,"Nanzhuang Township, Taiwan",22569, Taiwan,2,4,8,0,3,0
Cozy Quad Room,,0,"Hengchun Township, Taiwan",7523, Taiwan,1,2,4,0,1,0
"""Lara Mountain Homestay · Creek View Eco-Agriculture"" Jing Meiju A (Quadruple Suite)",,0,"Fuxing District, Taoyuan City, Taiwan",15157, Taiwan,1,2,4,0,1,0
for test 4,,0,"Pingdong County, TW, Taiwan",10352, Taiwan,1,2,4,0,1,0
Rural Quad Room,,0,"Fuxing District, Taoyuan City, Taiwan",12819, Taiwan,1,2,4,0,1,0
- (),,0,"Chaozhou Township, Taiwan",4747, Taiwan,1,2,2,0,1,0
Summer Love Golden Gate Homestay - Dream Quad Room,,0,"Jinning Township, Taiwan",5019, Taiwan,1,2,4,0,1,0
"Double room with garden view (Ⅱ building, moonlight)",,0,"Magong City, Taiwan",23733, Taiwan,0,1,2,1,0,1
Kenting Good News Homestay - 4-Pax Room 2,,0,"Hengchun Township, Taiwan",25579, Taiwan,1,2,4,0,1,0
Hualien Unified Home - Cat Club Quadruple Room,,1,"Ji’an Township, Taiwan",9088, Taiwan,1,1,4,0,1,0
Standard Double 208 Suite,,0,"Jinning Township, Taiwan",5898, Taiwan,1,2,2,0,1,0
6人山水景觀家庭房(2房1衛),,0,"Nanzhuang Township, Taiwan",15347, Taiwan,1,3,6,0,2,0
38 sweet house｜樂活｜靜巷｜消毒｜安心住宿,5.0,3,"Dashe District, Kaohsiung City, Taiwan",5909, Taiwan,1,2,5,0,1,0
Xinzhou Minsu (Room 202),,0,"Huxi Township, Taiwan Province, Taiwan",9690, Taiwan,1,1,2,0,1,0
215 @ MiYang Creek Trail,4.81,113,"Alishan Township, Taiwan",6643, Taiwan,1,1,2,0,1,0
Musui naked A.E.Tainan sky-transparent 3F one layer one room. The new house is completed (with a flat parking space).,4.93,386,"North District, Tainan City, Taiwan",4454, Taiwan,1,2,4,0,1,0
Double Room in Island Life,4.72,40,"Lanyu Township, Taiwan",5718, Taiwan,1,1,2,0,1,0
Micro-industrial loft style (near Tainan Station),4.94,87,"台南, Tainan City, Taiwan",7668, Taiwan,1,2,4,0,1,0
Taiwu Mountain Lower Homestay - Economy Twin Room - 103,,0,"Jinhu Township, Taiwan",5116, Taiwan,1,2,2,0,1,0
Kayak Sea View Mountainside,4.95,40,"蘭嶼鄉, Taiwan Province, Taiwan",7523, Taiwan,1,1,2,0,1,0
270 degrees of PANACHE NATURAL VIEWS | Too Cozy 5*,5.0,9,"Manali, Himachal Pradesh, India",2250, India,1,1,2,0,1,0
Private Room in TranquilityHomestay Manali,4.88,8,"Manali, Himachal Pradesh, India",924, India,2,2,4,0,1,0
Secluded Rustic Private Cottage Room w/ wifi,4.74,38,"Chadiyari, Manali, Himachal Pradesh, India",5135, India,3,3,9,0,3,0
"Zanskar Glamping Dome for groups
 in Sethan",,2,"Manali, Himachal Pradesh, India",7760, India,1,5,10,0,1,0
Spacious private room with shared kitchen,4.8,5,"Manali, Himachal Pradesh, India",2853, India,1,0,2,0,1,0
Sampel's Marcopolo Home Stay FAMILY SUITE - ROSE,5.0,6,"Manali, Himachal Pradesh, India",3424, India,1,2,4,0,2,0
Rockwoodbnb Cedar,4.67,9,"Manali, Himachal Pradesh, India",1826, India,1,1,2,0,1,0
"House of Frida, 2 Private Rooms in orchard Bnb",,2,"Manali, Himachal Pradesh, India",4325, India,2,1,5,0,2,0
Zero Degree Homestay(Room Buransh),,0,"Auli Laga Joshimath, Uttarakhand, India",3104, India,1,1,2,0,1,0
The 7th Chalet by Merakii,5.0,4,"Manali, Himachal Pradesh, India",6256, India,5,5,10,0,5,0
Sudha,5.0,21,"Manali, Himachal Pradesh, India",9129, India,2,2,4,0,2,0
Mighty Manali - A home in the mountains,5.0,15,"Manali, Himachal Pradesh, India",1711, India,1,1,2,0,3,0
Beautiful 2 bedroom home with free parking space,,1,"Manali, Himachal Pradesh, India",3252, India,2,2,5,0,2,0
luxurious villa in prime location★ DUFFDUN HOUSE,,0,"Manali, Himachal Pradesh, India",54776, India,6,9,15,0,6,0
